model,repeat,fold,inner_best_AUC,best_params_json,selected_features,selected_effective_df
XGBoost,1,3,0.7900826446280992,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|log1p_siib|log1p_tbil,4
XGBoost,1,4,0.7238636363636364,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
XGBoost,1,5,0.7179752066115702,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
XGBoost,2,1,0.7064049586776859,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_tbil|log1p_ast|log1p_siib,4
XGBoost,2,2,0.7807851239669422,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,2,3,0.6857438016528925,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
XGBoost,2,4,0.6690082644628099,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|log1p_tbil|alb,4
XGBoost,2,5,0.7778925619834711,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
XGBoost,3,1,0.7737603305785125,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|bmi|log1p_tbil|tumorsizeb,4
XGBoost,3,2,0.6700413223140496,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_tbil|log1p_ast|log1p_pt,4
XGBoost,3,3,0.7450413223140495,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|bmi|alb|log1p_tbil,4
XGBoost,3,4,0.7169421487603306,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,3,5,0.731404958677686,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,4,1,0.734090909090909,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
XGBoost,4,2,0.7942148760330578,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,4,3,0.7427685950413223,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_tbil|log1p_ast|bmi,4
XGBoost,4,4,0.7607438016528925,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|bmi|log1p_wbcb,4
XGBoost,4,5,0.7035123966942148,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_tbil|tumorsizeb|alb|log1p_ast,4
XGBoost,5,1,0.7363636363636363,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,5,2,0.7338842975206612,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,5,3,0.7330578512396694,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
XGBoost,5,4,0.6573347107438017,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 2, ""model__min_child_weight"": 3, ""model__n_estimators"": 300, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",log1p_tbil|tumorsizeb|bmi|alb,4
XGBoost,5,5,0.7066115702479339,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 3, ""model__n_estimators"": 150, ""model__reg_lambda"": 10.0, ""model__subsample"": 0.8}",tumorsizeb|log1p_ast|bmi|log1p_tbil,4
LightGBM,1,1,0.7256198347107439,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
LightGBM,1,2,0.8014462809917355,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|bmi|log1p_tbil,4
LightGBM,1,3,0.7832644628099174,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|log1p_siib|log1p_tbil,4
LightGBM,1,4,0.7016528925619835,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
LightGBM,1,5,0.7923553719008264,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
LightGBM,2,1,0.7376033057851239,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_tbil|log1p_ast|log1p_siib,4
LightGBM,2,2,0.8106404958677687,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,2,3,0.7310950413223141,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
LightGBM,2,4,0.7553719008264462,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|log1p_tbil|alb,4
LightGBM,2,5,0.7355371900826446,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 300, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
LightGBM,3,1,0.8026859504132232,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|bmi|log1p_tbil|tumorsizeb,4
LightGBM,3,2,0.7862603305785124,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_tbil|log1p_ast|log1p_pt,4
LightGBM,3,3,0.7263429752066116,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",tumorsizeb|bmi|alb|log1p_tbil,4
LightGBM,3,4,0.7582644628099173,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,3,5,0.7613636363636364,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,4,1,0.8013429752066116,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 7, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
LightGBM,4,2,0.7501033057851241,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,4,3,0.7665289256198347,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_tbil|log1p_ast|bmi,4
LightGBM,4,4,0.7726239669421487,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|bmi|log1p_wbcb,4
LightGBM,4,5,0.7293388429752066,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_tbil|tumorsizeb|alb|log1p_ast,4
LightGBM,5,1,0.7772727272727273,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,5,2,0.7727272727272727,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,5,3,0.7233471074380166,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 15, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
LightGBM,5,4,0.7772727272727273,"{""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 150, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",log1p_tbil|tumorsizeb|bmi|alb,4
LightGBM,5,5,0.7045454545454545,"{""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_samples"": 8, ""model__n_estimators"": 300, ""model__num_leaves"": 3, ""model__reg_lambda"": 3.0}",tumorsizeb|log1p_ast|bmi|log1p_tbil,4
CatBoost,1,1,0.718801652892562,"{""model__depth"": 3, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
CatBoost,1,2,0.7690082644628099,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|bmi|log1p_tbil,4
CatBoost,1,3,0.7884297520661157,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|log1p_siib|log1p_tbil,4
CatBoost,1,4,0.6944214876033058,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.08}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
CatBoost,1,5,0.7396694214876033,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
CatBoost,2,1,0.6915289256198347,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_tbil|log1p_ast|log1p_siib,4
CatBoost,2,2,0.815289256198347,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,2,3,0.6452479338842976,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|log1p_tbil|bmi,4
CatBoost,2,4,0.7043388429752067,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|log1p_tbil|alb,4
CatBoost,2,5,0.7541322314049587,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
CatBoost,3,1,0.7927685950413224,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.08}",log1p_ast|bmi|log1p_tbil|tumorsizeb,4
CatBoost,3,2,0.7650826446280992,"{""model__depth"": 2, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_tbil|log1p_ast|log1p_pt,4
CatBoost,3,3,0.8361570247933885,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|bmi|alb|log1p_tbil,4
CatBoost,3,4,0.6752066115702479,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,3,5,0.6570247933884298,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,4,1,0.7206611570247934,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|bmi|log1p_tbil,4
CatBoost,4,2,0.7801652892561983,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,4,3,0.7770661157024794,"{""model__depth"": 2, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_tbil|log1p_ast|bmi,4
CatBoost,4,4,0.7076446280991735,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|bmi|log1p_wbcb,4
CatBoost,4,5,0.7252066115702479,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.08}",log1p_tbil|tumorsizeb|alb|log1p_ast,4
CatBoost,5,1,0.8299586776859504,"{""model__depth"": 3, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,5,2,0.6679752066115702,"{""model__depth"": 2, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.08}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,5,3,0.7427685950413223,"{""model__depth"": 3, ""model__iterations"": 200, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",log1p_ast|tumorsizeb|log1p_tbil|bmi,4
CatBoost,5,4,0.8004132231404959,"{""model__depth"": 2, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.08}",log1p_tbil|tumorsizeb|bmi|alb,4
CatBoost,5,5,0.7334710743801653,"{""model__depth"": 2, ""model__iterations"": 400, ""model__l2_leaf_reg"": 5.0, ""model__learning_rate"": 0.03}",tumorsizeb|log1p_ast|bmi|log1p_tbil,4
