dataset,model,n,MPR_n,non_MPR_n,AUC,AUC_95CI_low,AUC_95CI_high,PR_AUC,Brier,Brier_null,Brier_skill,log_loss,ECE_10_bins,threshold,sensitivity,sensitivity_95CI_low,sensitivity_95CI_high,specificity,specificity_95CI_low,specificity_95CI_high,PPV,PPV_95CI_low,PPV_95CI_high,NPV,NPV_95CI_low,NPV_95CI_high,accuracy,accuracy_95CI_low,accuracy_95CI_high,balanced_accuracy,balanced_accuracy_95CI_low,balanced_accuracy_95CI_high,F1,F1_95CI_low,F1_95CI_high,TP,FP,TN,FN,mean_predicted_probability,observed_prevalence,calibration_intercept,calibration_intercept_95CI_low,calibration_intercept_95CI_high,calibration_slope,calibration_slope_95CI_low,calibration_slope_95CI_high
development_averaged_repeated_OOF,ExtraTrees,109,55,54,0.7249158249158248,0.6223270273355019,0.8167894581518305,0.694849199493109,0.21978652389116776,0.2499789580001683,0.12077990223873247,0.6319121810553037,0.11203597519894697,0.49014207886166555,0.6727272727272727,0.5329289517645851,0.7931918831325925,0.7592592592592593,0.6235947541659905,0.8651365787275388,0.74,0.5965523212719346,0.8536994156034455,0.6949152542372882,0.561337449412378,0.8081440117879843,0.7155963302752294,0.6212193613493977,0.7978930958476036,0.715993265993266,0.627411200167514,0.7985202344609038,0.7047619047619048,0.5882352941176471,0.7931105728127672,37,13,41,18,0.5025221625449514,0.5045871559633027,0.014509508546978116,-0.36517679078535903,0.38075658815475166,1.910499135569927,0.9148558972041235,3.233288858055638
external_locked_validation,ExtraTrees,57,25,32,0.6675,0.5115003839490269,0.8064565787382806,0.5674783885158853,0.23002579451523383,0.2462296091104955,0.06580774202500639,0.6532617427886727,0.09639542323004718,0.49014207886166555,0.64,0.4252063495538494,0.8202831794163447,0.6875,0.49992241836783036,0.8388152759117995,0.6153846153846154,0.40570753529859144,0.7977397563449796,0.7096774193548387,0.5196393417710907,0.857771470902475,0.6666666666666666,0.5293524424809685,0.7859946932693272,0.6637500000000001,0.5333312020460358,0.7851851851851852,0.6274509803921569,0.4583333333333333,0.7777777777777778,16,10,22,9,0.4986435648203597,0.43859649122807015,-0.25885011713654293,-0.7983301937920618,0.31556682345380377,1.346222195756535,0.20977250170455344,3.0676187854048687
